duckats_value,category,question_text,answer_a,answer_b,answer_c,answer_d,correct_answer,answer_text
50,Dairy,Paneer is a type of Indian,Bread,Candy,Cheese,Tea,C,"This cow's milk cheese does not require rennet (which is traditionally derived from calves' stomachs) and is, therefore, completely vegetarian. "
50,Dairy,Which is NOT a cheese from Switzerland?,Appenzeller,Gruyère,Reblochon,Sbrinz,C,Reblochon is a traditional semi-soft cow's milk cheese from France. 
50,Dairy,Which of the following is NOT a type of blue cheese?,Gorgonzola,Reblochon,Roquefort,Stilton,B,Reblochon is a traditional semi-soft cheese from France. 
50,Dairy,What country does Sbrinz cheese come from?,Germany,Hungary,Poland,Switzerland,D,This hard cow's milk cheese shares many characteristics with Parmigiano. It is thought to be the oldest variety of Swiss cheese.
50,Dairy,A classic wine pairing with Stilton cheese is,Cabernet Sauvignon,Champagne,Chardonnay,Port,D,"Pairing port with Stilton is an example of a classic pairing of contrasting tastes; in this case, salty and sweet. "
50,Dairy,"Tiri is the word for ""cheese"" in which country?",Greece,India,Lebanon,Turkey,A,
30,Desserts,True or false? Bananas Foster is a dessert made with bourbon.  ,TRUE,FALSE,,,B,"In this dish from New Orleans, bananas are sautéed with rum (and sometimes banana liqueur) and brown sugar, and served with vanilla ice cream. "
30,Desserts,True or false? A blintz is similar to a Belgian waffle. ,TRUE,FALSE,,,B,A blintz is a thin pancake similar to a French crêpe; it is a mainstay of Jewish cuisine. 
30,Desserts,True or false? The dessert known as Brown Betty is chocolate cake garnished with peaches.  ,TRUE,FALSE,,,B,Brown Betty is a baked pudding usually made with sweetened apples (or sometimes another fruit) and buttered bread crumbs. 
30,Desserts,True or false? Cassata is a kind of melon. ,TRUE,FALSE,,,B,Cassata is an Italian ice cream cake that contains pistachios and candied fruits. 
30,Desserts,True or false? Flummery is a type of cotton candy.  ,TRUE,FALSE,,,B,"Flummery is a fruit purée, thickened with potato starch and served with cream. "
30,Desserts,True or false? Kugelhopf (or kugelhupf) is a type of cake.  ,TRUE,FALSE,,,A,"This yeast cake from Alsace (but of Austrian origin) is filled with raisins, candied fruits, and nuts, and dusted with sugar. It is baked in a special high mold that resembles a crown."
30,Desserts,True or false? Linzertorte is made with strawberries.   ,TRUE,FALSE,,,B,"Linzertorte is made with shortbread dough, flavored with lemon and cinnamon, topped with raspberry jam, and decorated with a pastry lattice. It is named for the Austrian town of Linz."
30,Desserts,True or false? Meringue is made with egg yolks.  ,TRUE,FALSE,,,B,"Meringue is stiffly beaten egg whites and sugar; it is used as a topping for pies, puddings, and other desserts. "
30,Desserts,True or false? English Christmas puddings are traditionally steamed.   ,TRUE,FALSE,,,A,Traditional steamed English Christmas puddings are among the richest and densest of all puddings. 
30,Desserts,True or false? The Italian dessert tiramisù is made with Ricotta cheese.   ,TRUE,FALSE,,,B,"The usual cheese is Mascarpone. Tiramisù consists of Savoiardi (or ladyfinger) biscuits soaked in espresso and layered with a mixture of Mascarpone and a custard of egg yolks, Marsala and sugar."
30,Desserts,True or false? Zabaglione is made with egg whites.   ,TRUE,FALSE,,,B,"Zabaglione is a foamy Italian dessert. It is made by whisking egg whites, sugar and some kind of alcoholic liquid (for example, white wine, port, or liqueur) together over low heat."
40,Desserts,What is ambrosia?,A Fruity Dessert,A Late-Harvest Dessert Wine,An Orange-Flavored Liqueur,,A,"Ambrosia usually consists of oranges and bananas mixed with coconut. In Greek mythology, ambrosia was the food of the gods."
40,Desserts,"A dessert made from milk or cream, sugar, vanilla and cornstarch or gelatin is best described as",Blancmange,Charlotte,Peruvian Cream,,A,A blancmange is a cooked pudding that is served chilled with a sauce or fruit. Blancmange is one of the oldest desserts and dates back to the Middle Ages.
40,Desserts,"What does the word ""cannoli"" refer to?",Beans,A Dessert,A Shape Of Pasta,,B,"Cannoli are deep-fried pastry shells filled with whipped ricotta cheese or cream, chocolate, candied citron and sometimes nuts. "
40,Desserts,What is congee?,Gelatinous Dessert,Rice Pudding,Type Of Eel,,B,Boil rice long enough and you will get congee. 
40,Desserts,"Crêpes Suzette includes a sauce made from butter, sugar and which fruit?",Banana,Lemon,Orange,,C,Orange juice and orange-based liqueur are essential ingredients in crêpes Suzette. 
40,Desserts,What is a fiadone?,Fruit Tart,Liqueur,Sponge Cake,,C,"Fiadone is made of cream cheese, eggs, flour, lemon peel and Corsican liqueur. It was one of Napoleon's favorite desserts."
40,Desserts,A dessert of puréed sweetened fruit with custard or whipped cream is called a,Fantasy,Fool,Frippery,,B,"The name ""fool"" is thought to derive from the French word ""fouler,"" which means ""to trample. "
40,Desserts,Ganache is made with cream and what other ingredient?,Almond Paste,Chocolate,Vanilla,,B,Ganache is used as an icing on cakes and tortes. 
40,Desserts,Which of the following nuts is used in the dessert mont-blanc?,Almond,Chestnut,Hazelnut,,B,"Mont-blanc consists of sweetened, vanilla-flavored puréed chestnuts topped with whipped cream. "
40,Desserts,Struffoli refers to a Neapolitan speciality of small deep fried rounds of dough covered in which of the following?,Chocolate,Honey,Icing Sugar,,B,"Also known as honey balls, struffoli are crunchy on the outside and light on the inside. They are traditionally served at Christmas and Easter and are best served warm."
40,Desserts,What is tapioca made from?,Cassava,Coconut,Rice,,A,Tapioca is derived from the root of the cassava plant. It is used mainly as a thickener.
40,Desserts,Which of the following is traditionally used to make zabaglione?,Cinzano,Port,Marsala,,C,"Zabaglione is a foamy Italian dessert. It is made by whisking egg whites, sugar and some kind of alcoholic liquid (for example, white wine, port, or liqueur) together over low heat."
50,Desserts,"What does the Italian word ""budino"" mean? ",Baked,Braised,Butter,Pudding,D,
50,Desserts,Baklava is a Middle Eastern dessert that contains which of the following ingredients?,Cream,Nuts,Orange,Raisins,B,"Baklava consists of chopped pistachios, walnuts or almonds sandwiched between layers of filo pastry. "
50,Desserts,What is clafoutis?,A Dessert,A Dish Of Beans And Rice,A Papaya-Based Drink,Spicy Kebab,A,"Clafoutis is a dessert consisting of a layer of fruit (usually cherries), topped with batter and baked. It is originally from the Limousin area of France."
50,Desserts,A compote is,An Airtight Container Used For Storing Spices,A Cooking Temperature Guide,A Dish Of Fruit,A Very Small Saucepan,C,The fruit is cooked in a spiced or liqueur-flavored syrup. 
50,Desserts,The pastry Dobos torte comes from which country?,Greece,Hungary,Poland,Russia,B,This famous vanilla sponge cake is layered with chocolate butter-cream and topped with caramel. 
50,Desserts,A Far Breton is a type of,Bread,Cocktail,Cookie,Custard,D,"From Brittany, in France, this baked custard usually contains pitted soaked prunes. "
50,Desserts,Jalousie is a dessert cake made from which nut?,Almond,Hazelnut,Peanut,Pistachio,A,"Jalousie is a puff pastry spread with almond paste topped with slatted pastry that looks like a Venetian blind, the French word for which is ""jalousie. "
50,Desserts,What is rugalach?,Dessert,Milk-Based Drink,Smoked Sausage,Type Of Stew,A,"A rugalach is a crescent-shaped Jewish pastry filled with such things as raisins, walnuts, cinnamon, chocolate, marzipan, poppy seeds and apricot preserves. "
50,Desserts,Sachertorte (Sacher torte) is made with chocolate and what kind of jam?,Apricot,Lemon,Peach,Raspberry,A,This Viennese classic was invented in 1832 by Franz Sacher for a dinner party given by Prince von Metternich. 
50,Desserts,Savoiardi refers to,An Aperitif,A Biscuit,A Cheese,An Olive,B,"Often referred to as ladyfingers, these light, sweet, crispy sponge cakes are about the size of a large finger and are used in trifles, charlottes and tiramisù. "
50,Desserts,What is a syllabub?,A Fried Bacon And Cheese Sandwich,A Mixture Of Beer And Brandy,A Pot Pie Made With Partridge,"A Thick, Frothy Dessert",D,"This English concoction that dates to the time of Elizabeth І is made with milk, wine or ale, sugar, spices and egg whites. "
50,Desserts,Tarte Tatin is a French dessert made with,Apples,Lemons And  Oranges,Peaches,Strawberries,A,This upside-down apple pie is made with apples caramelized in butter and sugar. 
30,Fruit,True or false? Apples continue to ripen after they are picked  ,TRUE,FALSE,,,A,
30,Fruit,True or false? The alligator pear is also known as an eggplant. ,TRUE,FALSE,,,B,"Alligator pear is another word for the avocado, so called because its skin can be green or purplish black and quite thick. "
30,Fruit,True or false? Avocados will not ripen until they are picked.  ,TRUE,FALSE,,,A,
30,Fruit,True or false? The most prolific plant is the banana.  ,TRUE,FALSE,,,A,As many as 300 bananas can grow from the same stalk. 
30,Fruit,"True or false? Wild bananas contain large, hard seeds.  ",TRUE,FALSE,,,A,Commercial bananas cultivated for mass consumption have had the seeds bred out. 
30,Fruit,True or false? Blueberries are native to North America.  ,TRUE,FALSE,,,A,Blueberries are very nutritious and important for their antioxidant properties. 
30,Fruit,True or false? The cacao tree requires intense direct heat in order to thrive.  ,TRUE,FALSE,,,B,The cacao tree requires shade. 
30,Fruit,"True or false? Royal Ann, Vignola and Early Burlat are all type of plums.  ",TRUE,FALSE,,,B,They are sweet cherries. 
30,Fruit,True or false? Cherries ripen after picking. ,TRUE,FALSE,,,B,
30,Fruit,True or false? Cranberries grow in water.  ,TRUE,FALSE,,,B,"Cranberries grow on low-lying vines in soil beds called bogs. At harvest time, the growers flood the bogs. The berries are mechanically beaten from the vines, and the cranberries, which contain small air pockets, float to the surface. "
30,Fruit,True or false? The nectarine is a cross between a peach and a plum.  ,TRUE,FALSE,,,B,The nectarine is a smooth-skinned variety of peach. 
30,Fruit,True or false? Oranges are native to South America. ,TRUE,FALSE,,,B,Oranges are probably native to Southeast Asia. 
30,Fruit,True or false? Pears ripen from the outside in.   ,TRUE,FALSE,,,B,Pears ripen from the inside out. 
30,Fruit,True or false? The pineapple is native to the Philippines.   ,TRUE,FALSE,,,B,The pineapple is native to southern Brazil and Paraguay. The Spanish introduced it to the Philippines in the 16th century.
30,Fruit,True or false? Plantains are usually eaten raw.   ,TRUE,FALSE,,,B,"Plantains are known as the ""cooking banana. They are fried, mashed or used in stews and serve as an accompaniment to many dishes in African, South American or West Indian dishes."
30,Fruit,True or false? Quince is a fruit with a sweet flesh.  ,TRUE,FALSE,,,B,"This yellow-skinned fruit has a tart, astringent flavor; it is often cooked for use in jams and preserves. "
30,Fruit,True or false? Rhubarb leaves are edible.  ,TRUE,FALSE,,,B,Rhubarb leaves contain toxic substances like oxalic acid and should not be eaten. 
30,Fruit,True or false? Seville oranges are sweet.  ,TRUE,FALSE,,,B,"The Seville is a bitter orange grown in the Mediterranean region. Because of its high acid content, it is not an ideal eating orange."
30,Fruit,True or false? Sugar cane originated in the Caribbean.  ,TRUE,FALSE,,,B,"Although it is now grown everywhere in the Caribbean, sugar cane originated in Indonesia. "
30,Fruit,True or false? Sultanas are made from dried plums.   ,TRUE,FALSE,,,B,"Sultanas are made from dried grapes, as are currants and raisins. "
30,Fruit,True or false? Tangerines are named after the city of Tangiers.   ,TRUE,FALSE,,,A,"Tangiers, Morocco, was the port from which tangerines were first shipped to Europe. "
30,Fruit,"True or false? ""Zest"" refers to the fleshy pulp of citrus fruit.  ",TRUE,FALSE,,,B,Zest is the fragrant outermost layer of the peel. 
40,Fruit,"What does the word ""bing"" refer to?",Cherries,Peaches,Plums,,A,"Bing cherries are large, juicy and dark-skinned. "
40,Fruit,"Which green-skinned fruit tastes like a combination of mango, strawberry and pineapple, and is known as a custard apple?",Cherimoya,Persimmon,Pomegranate,,A,"This fruit, native to the Andean highlands of Ecuador and Peru, is oval and has a leathery green skin. Mark Twain called it ""the most delicious fruit known to man."
40,Fruit,Copra refers to which of the following?,Apricot Purée,Brazil Nut Oil,Coconut Meat,,C,"Copra is the dried meat of the coconut; when pressed, it yields coconut oil. "
40,Fruit,What is the only tree whose flower is edible?,Date,Fig,Olive,,B,
40,Fruit,"In the Middle East, the ""poor man's food"" is",Dates,Figs,Plums,,B,
40,Fruit,In what country did Granny Smith apples originate?,Britain,New Zealand,Usa,,B,
40,Fruit,What other berry do huckleberries resemble?,Blackberries,Blueberries,Raspberries,,B,Huckleberries range in color from bright red to dark purple to shades of blue. The huckleberry is the state fruit of Idaho.
40,Fruit,What country is the fruit jaffa from?,Algeria,Israel,Morocco,,B,Jaffa is a sweet and almost seedless orange. 
40,Fruit,Jujube is a Chinese tree that bears fruit about the same size as which of the following?,Apple,Grapefruit,Olive,,C,"Fresh or dried, jujubes can be eaten plain or cooked and can be used like dates. The outside of the fruit is red; the inside is yellowish or green."
40,Fruit,Chinese gooseberry is more commonly known as ,Cherimoya,Kiwi,Kumquat,,B,A Chinese gooseberry resembles a large brown egg with a hairy exterior; it has green flesh and contains edible black seeds. 
40,Fruit,"Kiwano, nispero and mamey sapote are all varieties of",Fruit,Peppers,Squash,,A,"Kiwano is also known as a horned melon because of its spiky exterior. Nispero is a yellowish pear-shaped fruit from the medlar tree. Mamey sapote is a fruit from Mexico and the Caribbean; it has a brown, fuzzy exterior and creamy sweet flesh. "
40,Fruit,Where did the lemon originate?,Central America,India,Southeast Asia,,C,Lemons are now grown in tropical and temperate climates around the world. 
40,Fruit,"By weight, approximately what percentage of juice does a lemon contain?",30 To 45 Per Cent,50 To 60 Per Cent,70 To 80 Per Cent,,A,
40,Fruit,Quebec produces approximately how much of the world's maple syrup?,60 Per Cent,80 Per Cent,95 Per Cent,,B,
40,Fruit,"Angelino, Kelsey and Roysum are all types of",Cherries,Pears,Plums,,C,
40,Fruit,Grapefruit is an ancestor of which fruit?,Chermoya,Kumquat,Pomelo,,C,The pomelo is the largest of the citrus fruits. It can range from the size of a canteloupe to that of a watermelon.
40,Fruit,What kind of flavor does tamarind contribute to a dish?,Acidic,Salty,Sweet,,A,"Tamarind is the fruit of a leguminous evergreen tree that grows in the West Indies, tropical Africa, southeast Asia and India. It is used primarily in the preparation of jams and chutneys."
40,Fruit,Turnips are particularly high in which vitamin?,A,B,C,,C,
40,Fruit,What is the most widely grown juice orange in the world?,Navel,Seville,Valencia,,C,
40,Fruit,Yuzu is which of the following?,Candy,Fruit,Liqueur,,B,A yuzu is a Japanese citrus fruit used almost exclusively for its aromatic rind. 
50,Fruit,Ackee is a type of,Fish,Fruit,Rice,Beer,B,"The popular Jamaican fruit ackee is bright red with a soft, creamy white flesh. "
50,Fruit,The seeds of which of the following fruits contain cyanide?,Apples,Grapefruit,Papaya,Raspberries,A,"However, cyanide is present in such minute amounts that one would have to eat thousands of seeds before suffering any ill effects. "
50,Fruit,In what country did apricots originate?,Algeria,China,India,Mexico,B,"Apricots date to approximately 4,000 years ago. They were probably introduced to Europe by Alexander the Great."
50,Fruit,"What word means ""fruit of the testicle tree"" in the ancient Nahuatl language of Mexico?",Apricot,Avocado,Mango,Papaya,B,
50,Fruit,"Cavendish, Valery and Red Jamaica are types of",Bananas,Grapefruit,Melons,Plums,A,
50,Fruit,Chayote is a kind of,Chili Pepper,Flour,Fruit,Nut,C,A chayote resembles a large pear and is prepared like a summer squash. It was a main food of the Aztecs and Mayans.
50,Fruit,The fruit of the Prunus cerasus is which of the following?,Cantaloupe,Cherry,Plum,Prune,B,
50,Fruit,Which of the following is native to North America?,Blueberry,Cranberry,Strawberry,Watermelon,B,
50,Fruit,A bunch of bananas is referred to as a,Folly,Hand,Merry,Stack,B,
50,Fruit,Approximately 50 per cent of all tropical fruits produced worldwide are,Bananas,Coconuts,Mangos,Papayas,C,
50,Fruit,A mangosteen is a type of,Fish Chowder,Indonesian Coffee Bean,Small Goat,Tropical Fruit,D,"The mangosteen, which is related to the mango, is native to Malaysia. It has a dark red skin and juicy white flesh."
50,Fruit,Mirabelle is a type of which fruit?,Apple,Cherry,Plum,Raspberry,C,"Mirabelle plums are small and round, and range in color from golden yellow to red. They can be stewed, made into jam, preserved in syrup or used to make a white brandy."
50,Fruit,Mulberries are,Black,Red,White,All Of The Above,D,"Mulberries resemble blackberries in size and shape. They grow in subtropical areas of Asia, Europe and the Americas."
50,Fruit,Pippin refers to,Apples,Peppers,Plums,Potatoes,A,"Pippin now refers to various types of apples, but it originally applied to any variety of apple grown from seed. The word comes from Old French ""pépin,"" which means ""seed"" or ""pip."
50,Fruit,Rambutan is a type of,Cooking Pot,Flat Bread,Fruit,Stew,C,"The rambutan is a relative of the lychee and is common in southeast Asia, where it is eaten in salads but also served with pork dishes. Its thick red shell is coverd with hooked hairs."
50,Fruit,What is the most popular commercial apple variety in North America?,Granny Smith,Macintosh,Red Delicious,Spartan,C,
50,Fruit,Which fruit has the highest percentage of sugar content by fresh weight?,Banana,Cherry,Honeydew,Pineapple,A,"Bananas are 18 per cent sugar, cherries are 14 per cent, pineapples are 13 per cent, and honeydew is 10 per cent. "
50,Fruit,Which fruit has the lowest percentage of sugar content by fresh weight?,Cranberry,Grapefruit,Lemon,Tomato,C,"Lemons are 2 per cent sugar, tomatoes are 3 per cent, cranberries are 4 per cent, and grapefruit is 6 per cent. "
50,Fruit,Ugli fruit is native to which country?,Brazil,Jamaica,Madagascar,The Philippines,B,"Possibly a tangerine-grapefruit hybrid, the ugli fruit's name derives from its unsightly wrinkled skin wrapped loosely around the pulpy citrus interior. "
50,Fruit,Which of the following contains the most vitamin C in mg per 100 grams of edible portion of raw item?,Broccoli,Orange,Strawberry,Tomato,A,"It contains 89. 2 mg. R543 Oranges have 45, strawberries 37 and tomatoes 12. 7."
30,Grains,True or false? Durum wheat is the ideal choice for making pasta.  ,TRUE,FALSE,,,A,"This hard summer wheat produces semolina flour, which is high in gluten and ideal for making pasta. "
30,Grains,True or false? Millet is the name of a type of rice.   ,TRUE,FALSE,,,B,Millet is an ancient and nutritious grain that is important in the diet of many African and Asian countries; in Europe and North America it is cultivated mainly as pasture grass and fodder. 
30,Grains,True or false? Muesli is a breakfast mixture from Sweden.  ,TRUE,FALSE,,,B,"Muesli is from Switzerland; it consists of rolled oats and other grains, nuts and dried fruits, and is served with milk or yogurt. "
40,Grains,"What does the Hindi word ""basmati"" mean?",Exotic,Fragrant,Heavenly,,B,Basmati rice emits a sweet almost nutty fragrance when cooked. 
40,Grains,Which of the following is NOT a variety of grain?,Basmati,Kamut,Quinoa,,A,Basmati is a variety of long-grained rice. 
40,Grains,Bulgur is made from which of the following?,Barley,Oats,Wheat,,C,Bulgur (sometimes spelled burghul) is a treated whole-wheat grain that is made by cooking wheat then drying and cracking it. 
40,Grains,From what area of the world does couscous come?,Caribbean,North Africa,Southeast Asia,,B,Couscous is granular semolina wheat that is cooked and served in both sweet and savory dishes. 
40,Grains,Groats are associated with which of the following?,Beans,Grains,Nuts,,B,"Groats are what is left of grain kernels after the husks are removed. In the case of wheat, one refers to ""berries"" instead of groats."
40,Grains,Kamut is a variety of which of the following?,Bean,Rice,Wheat,,C,Kamut is a high-protein wheat that has never been hybridized. 
40,Grains,What is kasha made of?,Barley,Buckwheat,Wild Rice,,B,"To produce kasha, buckwheat kernels are hulled then crushed. "
40,Grains,"In India, ragi flour is made with",Corn,Millet,Wheat,,B,Ragi flour gives pancakes a crispness that is not possible with wheat flour. 
40,Grains,What is spelt?,Fish,Grain,Young Lamb,,B,Spelt is an ancient variety of wheat consisting of small brown grains; it has a distinctive nutty flavor unlike that of common wheat. 
50,Grains,Quinoa is a kind of,Flatbread,Fruit,Grain,Spice,C,Quinoa has been cultivated in the Andes for thousands of years. It is an excellent source of plant protein and minerals.
50,Herbs_Spices,Which of the following is NOT one of the herbs used in bouquet garni?,Bay Leaf,Cilantro,Oregano,Parsley,C,"A bouquet garni (French for ""garnished bouquet"")is a bundle of herbs tied together with a string or put into a sachet and used to prepare stocks, soups and stews. It can also include basil, rosemary, chervil, tarragon or savory."
50,Herbs_Spices,"After saffron and vanilla, which of the following is the most expensive spice?",Cardamom,Cumin,Nutmeg,Pepper,A,"This spicy, pungent spice is used in sweet and savory Middle Eastern and Indian dishes. "
50,Herbs_Spices,Cynar is an Italian aperitif flavored with ,Artichokes,Figs,Grapefruit,Walnuts,A,"This bitter liqueur also includes 13 other herbs and plants. Italians sip it on the rocks, often with a slice of orange, before or after meals."
50,Herbs_Spices,"In Indian cuisine, ""masala"" refers to",Dried Mango,Chickpeas,A Spice Mixture,Stew,C,"Masala can refer either to dried spices or to a paste made with spices and other ingredients such as garlic, ginger and onions. "
50,Herbs_Spices,Oregano is often compared to what other herb?,Borage   Bergamot,Calumba,Marjoram,,C,"Although the marjoram and oregano plants look and taste alike, marjoram is milder and sweeter than oregano. "
50,Herbs_Spices,Persillade is a culinary term for parsley and,Garlic,Paprika,Pepper,Salt,A,"If the persillade is added early in cooking, it becomes mellow. When added at the end or as a garnish, it provides a garlicky zap. Persillades are common in French, Greek, Cajun, Louisiana Creole and Québecois cuisines. "
50,Herbs_Spices,"In French cuisine, the mixture quatre-épices (four spices) consists of pepper, nutmeg, cinnamon and",Cloves,Coriander,Cumin,Saffron,A,Quatre-épices is used to flavor terrines and pâtés. 
50,Herbs_Spices,What country produces two-thirds of the world's vanilla?,India,Indonesia,Madagascar,Sri Lanka,C,"Vanilla is native to Mexico; the Aztecs were known to have used it. The Spanish took it back to Europe, and it spread quickly around the world from there."
50,Herbs_Spices,Zaatar is a Middle Eastern,Almond-Based Confection,Butter Bean Soup,Lamb Kebab,Spice Mixture,D,Zaatar is a mixture of the herb zaatar mixed with spices. It is used as a condiment.
30,Herbs_Spices,True or false? Angelica is a herb from the Mediterranean region.  ,TRUE,FALSE,,,B,"Angelica comes from Greenland, Iceland, the Scandinavian countries and northern Russia. Because of its sweetness, it is used to flavor desserts, liqueurs and sweet wines."
30,Herbs_Spices,True or false? Basil must be cooked for a long time to release its flavor.  ,TRUE,FALSE,,,B,The oils of the basil leaf are very volatile and are quickly released when the leaf is broken. 
30,Herbs_Spices,True or false? Another name for the bay leaf is laurel leaf.  ,TRUE,FALSE,,,A,The bay tree is a species of laurel and is also known as bay laurel or true laurel. In ancient times it was used to make the wreaths with which poets and soldiers were crowned.
30,Herbs_Spices,True or false? Cumin seeds are round.  ,TRUE,FALSE,,,B,They are elongated like caraway seeds. 
30,Herbs_Spices,True or false? Curry powder is made from the leaves of the curry plant.  ,TRUE,FALSE,,,B,"Curry powder is a blend of up to twenty herbs, seeds and spices, none of which is from the curry plant. "
30,Herbs_Spices,True or false? Basil is one of the four classic ingredients of fines herbes.  ,TRUE,FALSE,,,B,"Fines herbes, a mixture of finely chopped herbs, usually consists of chervil, chives, parsley and tarragon. "
30,Herbs_Spices,True or false? Nutmeg and mace come from the same tree.  ,TRUE,FALSE,,,A,"Both come from the seed of the nutmeg tree. Both spices have a warm, sweet flavor, but mace is more intense."
30,Herbs_Spices,True or false? Black pepper is the most commonly used spice in the West. ,TRUE,FALSE,,,A,
30,Herbs_Spices,"True or false? Black, white and green peppercorns are all produced from the berry of the same tree.   ",TRUE,FALSE,,,A,The different colors are due to variations in harvesting time and processing methods. 
30,Herbs_Spices,True or false? Saffron is the world's most expensive spice.  ,TRUE,FALSE,,,A,"Saffron is derived from the dark stigmas of the saffron crocus, a bulbous plant that originated in the East. At least 14,000 flowers are required to produce one ounce of saffron."
30,Herbs_Spices,True or false? The spice turmeric is in the ginger family.   ,TRUE,FALSE,,,A,Turmeric is a deep yellow tropical rhizome. It has a peppery flavor and is an essential spice in Indian cooking. Hindus associate it with fertility. 
40,Herbs_Spices,Cayenne is indigenous to which part of the world?,India,North Africa,South America,,C,"French Guyana to be specific, though the bulk of the world's production is now in other areas. "
40,Herbs_Spices,Coriander is also known as,Chervil,Cilantro,Escarole,,B,Coriander is also sometimes called Chinese parsley. 
40,Herbs_Spices,Which of the following is NOT one of the spices in Chinese five-spice powder?,Cinnamon,Fennel,Nutmeg,,C,"Cloves, star anise and Szechuan peppercorn make up the rest of the spices in this pungent mixture of ground spices. "
40,Herbs_Spices,"Which of the following has leaves with a hot, peppery taste?",Borage,Dandelion,Nasturtium,,C,All parts of the nasturtium plant can be eaten except the roots. 
40,Herbs_Spices,The spice paprika is most associated with which country's cuisine?,Hungary,Poland,Russia,,A,"Paprika, the national spice of Hungary, comes in several varieties, from sweet to hot. "
40,Herbs_Spices,What color does saffron impart to food?,Orange,Red,Yellow,,C,
40,Herbs_Spices,What herb has an aroma and flavor reminiscent of thyme and mint,Oregano,Rosemary,Savory,,C,"There are two types of savory: summer and winter. The name comes from a Latin word (""satureia"") meaning ""satyr's herb,"" a reference to the aphrodisiac qualities once attributed to it."
30,History,True or false? The muffuletta sandwich originated in New York.  ,TRUE,FALSE,,,B,The muffuletta was developed in New Orleans in 1906 at the Central Grocery by an Italian immigrant. 
40,History,"Until the early 1800s which of the following fruits was kapu (forbidden) for the women of Hawaii to eat, under penalty of death?",Bananas,Kiwis,Pineapple,,A,Bananas were kapu to women because of their phallic shape. Also kapu were coconuts and pork.
50,History,Carême is the name of which of the following?,A Coffee-Based Drink,A Famous Chef,A Type Of Icing,A Type Of Chocolate,B,Antonin Carême (1783–1833) is considered one of the founders of French cooking. 
50,History,In 1947 Marilyn Monroe was crowned the first queen of which of the following?,Artichokes,Grapefruits,Kumquats,Oranges,A,"Marilyn Monroe was 21 and still known as Norma Jean Baker when she was crowned the first Artichoke Queen of Castroville, California, which bills itself as the artichoke center of the world. "
30,Meat,True or false? The white of the egg is very low in protein.  ,TRUE,FALSE,,,B,Egg whites (albumen) are almost pure protein. 
30,Meat,True or false? A slice of ham with an iridescent greenish sheen is spoiled.  ,TRUE,FALSE,,,B,"The green is a sign of oxidation and does not necessarily mean that the meat is spoiled. When exposed to oxygen or light, some of the nitrate-modified iron content of the meat undergoes a chemical change that alters the ham's pigmentation."
30,Meat,True or false? Head cheese is made with sheep's milk.  ,TRUE,FALSE,,,B,"Head cheese is not actually cheese, but a jellied sausage made from the head of a pig or calf. "
30,Meat,True or false? New York steak is cut from the tenderloin.   ,TRUE,FALSE,,,B,A New York cut is from the short or strip loin and is the boneless top loin muscle. 
30,Meat,True or false? Pemmican is a type of fried unleavened bread.   ,TRUE,FALSE,,,B,"Pemmican is a North American Aboriginal cake of dried and pounded meat, berries (such as blueberries or cranberries) and melted fat. The name comes from the Algonquin word ""pime,"" which means ""fat."
30,Meat,"True or false? ""Poussin"" is the French term for a small, young chicken. ",TRUE,FALSE,,,A,
30,Meat,True or false? Prosciutto is a type of smoked ham.,TRUE,FALSE,,,B,Prosciutto is dry-cured and aged. 
30,Meat,True or false? A pullet is a young turkey.   ,TRUE,FALSE,,,B,A pullet is a chicken that is younger than one year. 
30,Meat,True or false? Mortadella and mettwurst are dry sausages. ,TRUE,FALSE,,,B,"They are smoked sausages; however, mortadella is cooked and mettwurst is uncooked. "
30,Meat,True or false? Serrano and Iberico are two great Spanish cheeses.   ,TRUE,FALSE,,,B,"Both are world-famous hams. Although Serrano is more popular, Iberico is considered one of the best in the world."
30,Meat,True or false? The most humane methods of animal slaughter result in the highest quality meat. ,TRUE,FALSE,,,A,It has been known for centuries that stressing animals before slaughter adversely affects the quality of the meat. 
40,Meat,What are chipolatas?,Fried Seasoned Tortilla Chips,Small Sausages,Very Hot Peppers,,B,"Chipolatas can be made with beef, chicken, or pork, and grilled or fried. The name comes from the Italian word ""cipolla,"" which means ""onion."
40,Meat,Most commercial gelatins are made from which of the following?,Beef,Pork,Veal,,B,"However, the purest gelatin with the most delicate and richest flavor is obtained from calves' feet. "
40,Meat,A New York steak is also known as,Porterhouse,Rib Eye,Striploin,,C,
40,Meat,Which of the following is NOT a traditional pairing with Italian prosciutto?,Apple,Figs,Melon,,A,The figs and melons are a great complement to the saltiness of the meat. 
40,Meat,Rilletes is similar to,Bacon,Pâté,Sausage,,B,"Rillettes is a preparation of pork, goose, rabbit or poultry meat that is cooked in lard then pounded into a smooth paste. The mixture is then potted and served as a cold hors d'oeuvre."
40,Meat,The Cajun specialty tasso is a type of,Chicken,Fish,Ham,,C,"Tasso is usually included in jambalaya and is often used in pastas, soups and gravies. "
40,Meat,What type of ham is smoked over burning juniper bushes?,Mangalica,Virginia,Westphalian,,C,
50,Meat,"In Mexican cuisine the word ""albóndiga"" means",Fruit Preserve,Meatball,Tuna,Turkey,B,
50,Meat,Which country eats more meat per capita than any country in the world?,Argentina,France,Germany,Usa,A,Argentinians consume an average of 10 oz. of meat per person per day.
